"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","subphylum","class","order","suborder","infraorder","superfamily","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences"
"Thalassiosira pacifica","Gran & Angst",549893,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","pacifica","","species","","","WEBBERETAL2022:685","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira pacifica","Gran & Angst",549893,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","pacifica","","species","","","WEBBERETAL2022:727","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira punctigera","(Castracane) Hasle",488947,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","punctigera","","species","iNaturalist","","50064842","","","Mark Webber","","",2010-12-28,"2010","12","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9943903661","-123.5851478577","52","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira punctigera","(Castracane) Hasle",488947,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","punctigera","","species","iNaturalist","","50065898","","","Mark Webber","","",2011-01-27,"2011","01","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9943540029","-123.5852569327","62","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira punctigera","(Castracane) Hasle",488947,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","punctigera","","species","iNaturalist","","126984547","","","Andrew Simon","","",2022-06-25,"2022","06","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.0071459711","-123.6010045065","763","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira tenera","Proshkina-Lavrenko",1424973,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","tenera","","species","","","WEBBERETAL2022:728","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Thalassiosira tenera","Proshkina-Lavrenko",1424973,"Chromista","Ochrophyta","","Bacillariophyceae","Thalassiosirales","","","","Thalassiosiraceae","Thalassiosira","","tenera","","species","","","WEBBERETAL2022:729","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Trigonium arcticum","(Brightwell) Cleve",841425,"Chromista","Ochrophyta","","Bacillariophyceae","Stellarimales","","","","Trigoniaceae","Trigonium","","arcticum","","species","iNaturalist","","50128873","","","Mark Webber","","",2013-01-08,"2013","01","08","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8911401937","-123.3994102478","330","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tryblionella apiculata","W.Gregory",895314,"Chromista","Ochrophyta","","Bacillariophyceae","Bacillariales","","","","Bacillariaceae","Tryblionella","","apiculata","","species","","","WEBBERETAL2022:686","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tryblionella apiculata","W.Gregory",895314,"Chromista","Ochrophyta","","Bacillariophyceae","Bacillariales","","","","Bacillariaceae","Tryblionella","","apiculata","","species","","","WEBBERETAL2022:687","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tryblionella gaoana","Tryblionella gaoana Witkowski & Chunlian Li",1465264,"Chromista","Ochrophyta","","Bacillariophyceae","Bacillariales","","","","Bacillariaceae","Tryblionella","","gaoana","","species","","","WEBBERETAL2022:688","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tryblionella gaoana","Tryblionella gaoana Witkowski & Chunlian Li",1465264,"Chromista","Ochrophyta","","Bacillariophyceae","Bacillariales","","","","Bacillariaceae","Tryblionella","","gaoana","","species","","","WEBBERETAL2022:689","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Tryblionella gaoana","Tryblionella gaoana Witkowski & Chunlian Li",1465264,"Chromista","Ochrophyta","","Bacillariophyceae","Bacillariales","","","","Bacillariaceae","Tryblionella","","gaoana","","species","","","WEBBERETAL2022:690","Webber et al. 2022","","Mark Webber, Siobhan Schenck & Arjan van Asselt","","",2020-11-15,"2020","11","15","MaterialSample","Montague Harbour Marine Provincial Park (Hulq'umi'num: 'Sumnuw')","","Galiano Island","British Columbia","Canada","CA","48.9007144304362","-123.4079060638","50","","","Coordinates mapped based on precise location of study area","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","UBC","","A57503","","1258478","Michael W. Hawkes","MWH 77-19","",1977-11-27,"1977","11","27","PreservedSpecimen","S. Gulf Islands, Porlier Pass, Galiano Island.","","Galiano Island","British Columbia","Canada","CA","","","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","55065514","","","alschencks","","",2020-08-01,"2020","08","01","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9877686766","-123.576726477","8","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","3735172","","","Lauren Magner","","",2015-08-28,"2015","08","28","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.929413","-123.475513","58","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","6570225","","","Ayla M","","",2017-05-27,"2017","05","27","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.980256154","-123.537710197","258","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","7673384","","","Karolle Wall","","",2017-05-25,"2017","05","25","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.939845552","-123.5019392965","61","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","13325478","","","Lauren Magner","","",2018-06-10,"2018","06","10","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.91389","-123.387114","121","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24666605","","","Brian Starzomski","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9642361111","-123.5155111111","5","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24688938","","","Kalina Hunter","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.87235059","-123.31043982","4","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24689409","","","Kalina Hunter","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.87150037","-123.31150495","25","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24697334","","","Emily Adamczyk","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.900662","-123.407959","95","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24714410","","","Katie Kushneryk","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8726347313","-123.3105140181","5","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24714908","","","Kelly Fretwell","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.889452429","-123.389241495","345","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","24942197","","","Katie Kushneryk","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8973892574","-123.409150662","5","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","25541289","","","John D Reynolds","","",2019-05-04,"2019","05","04","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9002222222","-123.4074555556","6","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","25656973","","","John D Reynolds","","",2019-05-05,"2019","05","05","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.8994611111","-123.4077305556","6","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","57099182","","","Andrew Simon","","",2020-08-15,"2020","08","15","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","49.013214785","-123.5721759457","27","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","57301049","","","Stephen Hui","","",2020-08-22,"2020","08","22","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.94885","-123.48056167","10","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
"Ulva fenestrata","Postels & Ruprecht",152972,"Plantae","Chlorophyta","","Ulvophyceae","Ulvales","","","","Ulvaceae","Ulva","","fenestrata","","species","iNaturalist","","72321482","","","Andrew Simon","","",2021-03-17,"2021","03","17","HumanObservation","","","Galiano Island","British Columbia","Canada","CA","48.9414916667","-123.5029616667","","","","","","","","","present","","","","","","unlisted","unlisted","","","","","",""
