scientificName,scientificNameAuthorship,subtaxonAuthorship,commonName,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,genus,specificEpithet,hybrid,subspecies,variety,establishmentMeans,provincialStatus,nationalStatus,reportingStatus,observation,firstReported,firstReportedBy,Collection.List,firstReportedCollectionNumber,firstReportedGBIF,firstObservediNat,firstObservedBy,firstObservedID,notes,ID,statsCode
Sebastes proriger,"(Jordan & Gilbert, 1880)",,redstripe rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,proriger,NA,,NA,native,SNR,NA,confirmed,observed,2008-05-22,Jackson W.F. Chu,Chu (2010),,NA,2008-05-22,Jackson W.F. Chu,iNat:116447573,,64457,FIS
Sebastes ruberrimus,"(Cramer, 1895)",,yellow-eye rockfish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Scorpaenoidei,,Scorpaenidae,Sebastinae,,Sebastes,ruberrimus,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.3,NA,2008-05-24,Jackson W.F. Chu,iNat:116493788,,63695,FIS
Semele rubropicta,"Dall, 1871",,rose-painted clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Tellinoidea,Semelidae,,,Semele,rubropicta,NA,,NA,native,unlisted,NA,reported,unobserved,1999-05-05,Andy Lamb,PMLS,,NA,,,,,371110,MOL
Semibalanus cariosus,"(Pallas, 1788)",,thatched acorn barnacle,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Semibalanus,cariosus,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-08,Andy Lamb,PMLS,,NA,2016-08-17,Andrew Simon,iNat:3910072,,47658,ART
Semisuberites cribrosa,"(Miklucho-Maclay, 1870)",,funnel sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Poecilosclerida,,,Esperiopsidae,,,Semisuberites,cribrosa,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,194571,POR
Serpula columbiana,"Johnson, 1901",,red-trumpet calcareous tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Sabellida,,,Serpulidae,,,Serpula,columbiana,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,,RBCM,986-00191-010,NA,2015-09-25,Karolle Wall,iNat:3706037,,131207,WOR
Sertularella sp.,,,garland hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertularellidae,,,Sertularella,,NA,,NA,,,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2023-09-09,"Dave ""Zeuss"" Cochrane",iNat:182593081,,60656,CNI
Similiclava nivea,"Calder, Choong & McDaniel, 2015",,white hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Similiclavidae,,,Similiclava,nivea,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873890,CNI
Solaster dawsoni,"Verrill, 1880",,morning sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,dawsoni,NA,,NA,native,unlisted,NA,reported,unobserved,,,RBCM,976-01146-012,1898264650,,,,,117692,ECH
Solaster endeca,"(Linnaeus, 1771)",,northern sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,endeca,NA,,NA,native,unlisted,NA,reported,unobserved,2006-06-23,Andy Lamb,PMLS,,NA,,,,,371725,ECH
Solaster stimpsoni,"Verrill, 1880",,striped sun star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Valvatacea,Valvatida,,,Solasteridae,,,Solaster,stimpsoni,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-21,Andy Lamb,PMLS,,NA,2013-07-23,Karolle Wall,iNat:4015173,,208013,ECH
Solen sicarius,"Gould, 1850",,sickle jackknife-clam,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Adapedonta,,Solenoidea,Solenidae,,,Solen,sicarius,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-09,Andy Lamb,PMLS,,NA,,,,,54529,MOL
Solidobalanus engbergi,"(Pilsbry, 1921)",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Thecostraca,Thoracicalcarea,Balanomorpha,,Balanoidea,Balanidae,,,Solidobalanus,engbergi,NA,,NA,,,NA,new 2008,observed,,,,,NA,2008-11-09,Neil McDaniel,iNat:130992087,,448123,ART
Solmissus sp.,,,scalloped jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Cuninidae,,,Solmissus,,NA,,NA,,,NA,reported,unobserved,2009-04-04,Andy Lamb,PMLS,,NA,,,,,247208,CNI
Solmundaegina nematophora,"Lindsay, 2017",,four tentacled jelly,Animalia,Cnidaria,,,Hydrozoa,Trachylinae,,Narcomedusae,,,Solmundaeginidae,,,Solmundaegina,nematophora,NA,,NA,native,unlisted,NA,confirmed,observed,2009-04-04,Andy Lamb,PMLS,,NA,2021-03-27,"Dave ""Zeuss"" Cochrane",iNat:72245212,,1156476,CNI
Spiochaetopterus costarum pottsi,"(Berkeley, 1927)",,jointed three-section tubeworm,Animalia,Annelida,,,Polychaeta,Sedentaria,,,,,Chaetopteridae,,,Spiochaetopterus,costarum,NA,pottsi,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,misspelled Spiochaeopterus costarum,552559,WOR
Spirontocaris prionota,"(Stimpson, 1864)",,deep blade shrimp,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,Spirontocaris,prionota,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-023,1898324901,,,,,424249,ART
Squalus suckleyi,"(Girard, 1855)",,Pacific spiny dogfish shark,Animalia,Chordata,Vertebrata,,Elasmobranchii,Neoselachii,Squalomorphi,Squaliformes,,,Squalidae,,,Squalus,suckleyi,NA,,NA,native,SNR,NA,confirmed,observed,1982-06-08,C. E. Kasserra,CMN,CMNFI 1985-0086.5,NA,2017-08-14,Tyson Ehlers,iNat:8898612,reported as Squalus acanthias in CMN catalogue,201523,FIS
Stagnicola sp.,,,pond snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Lymnaeidae,Lymnaeinae,,Stagnicola,,NA,,NA,,,NA,new 2016,observed,,,,,NA,2016-07-13,Andrew Simon,iNat:3680865,,92192,MOL
Stomotoca atra,"L. Agassiz, 1862",,hanging stomach jelly,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Pandeidae,,,Stomotoca,atra,NA,,NA,native,unlisted,NA,new 2015,observed,,,,,NA,2015-07-07,Karolle Wall,iNat:4052412,,255140,CNI
Stomphia coccinea,"(Müller, 1776)",,spotted swimming anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,coccinea,NA,,NA,native,unlisted,NA,reported,unobserved,2008-04-27,Andy Lamb,PMLS,,NA,,,,,459981,CNI
Stomphia didemon,"Siebert, 1973",,swimming anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinostoloidea,Actinostolidae,,,Stomphia,didemon,NA,,NA,native,unlisted,NA,reported,unobserved,1971-08-21,Andy Lamb,PMLS,,NA,,,,,501276,CNI
Strongylocentrotus droebachiensis,"(O.F. Müller, 1776)",,green sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,droebachiensis,NA,,NA,native,unlisted,NA,confirmed,observed,1986-04-08,BC Hydro - submerged cable,RBCM,986-00191-021,NA,2016-06-08,Adam Huggins,iNat:3413542,,120070,ECH
Strongylocentrotus pallidus,"(G.O. Sars, 1871)",,white sea urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,pallidus,NA,,NA,native,unlisted,NA,reported,unobserved,1986-04-08,,RBCM,986-00191-013,NA,,,,,129221,ECH
Strongylocentrotus purpuratus,"(Stimpson, 1857)",,purple urchin,Animalia,Echinodermata,Echinozoa,,Echinoidea,Euechinoidea,,Camarodonta,,Odontophora,Strongylocentrotidae,,,Strongylocentrotus,purpuratus,NA,,NA,native,unlisted,NA,reported,unobserved,1986-04-08,,RBCM,986-00191-012,NA,,,,,48035,ECH
Styela gibbsii,"Stimpson, 1864",,brown tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,gibbsii,NA,,NA,native,unlisted,NA,reported,unobserved,1985-07-29,Andy Lamb,PMLS,,NA,,,,,521988,TUN
Styela montereyensis,"(Dall, 1872)",,stalked tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Styelidae,,,Styela,montereyensis,NA,,NA,native,unlisted,NA,new 1978,observed,,,,,NA,1978-02-19,Rick Harbo,iNat:31752058,,333922,TUN
Stylantheca papillosa,"(Dall, 1884)",,encrusting hydrocoral,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,,Stylantheca,papillosa,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,1978-02-19,Neil McDaniel,iNat:73147887,,131205,CNI
Stylaster verrillii,"(Dall, 1884)",,,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Filifera,,Stylasteridae,,,Stylaster,verrillii,NA,,NA,native,unlisted,NA,new 2007,observed,,,,,NA,2007-10-23,Jackson W.F. Chu,iNat:59908576,https://static.inaturalist.org/photos/95758142/large.jpeg?1600374698,459985,CNI
Stylasterias forreri,"(de Loriol, 1887)",,velcro star,Animalia,Echinodermata,Asterozoa,,Asteroidea,,Forcipulatacea,Forcipulatida,,,Asteriidae,,,Stylasterias,forreri,NA,,NA,native,unlisted,NA,reported,unobserved,1973-09-20,Andy Lamb,PMLS,,NA,,,,,255883,ECH
Stylatula elongata,"Verrill, 1864",,spiny white sea pen,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Virgulariidae,,,Stylatula,elongata,NA,,NA,native,unlisted,NA,confirmed,observed,2016-01-23,Andy Lamb,PMLS,,NA,2023-04-22,"Dave ""Zeuss"" Cochrane",iNat:156173559,,61459,CNI
Suberites concinnus,"Lambe, 1895",,peach ball sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,concinnus,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873889,POR
Suberites latus,"Lambe, 1893",,hermit crab sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Suberitida,,,Suberitidae,,,Suberites,latus,NA,,NA,native,unlisted,NA,reported,unobserved,2007-12-29,Andy Lamb,PMLS,,NA,,,,,473057,POR
Sycon sp.,,,tiny vase sponge,Animalia,Porifera,,,Calcarea,Calcaronea,,Leucosolenida,,,Syconidae,,,Sycon,,NA,,NA,,,NA,reported,unobserved,1994-10-07,Andy Lamb,PMLS,,NA,,,,,347738,POR
Synchirus gilli,"Bean, 1890",,manacled sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Psychrolutinae,,Synchirus,gilli,NA,,NA,native,SNR,NA,reported,unobserved,1996-09-28,Andy Lamb,PMLS,,NA,,,,,232130,FIS
Syngnathus californiensis,"D. H. Storer (fr), 1845",,kelp pipefish,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Syngnathiformes,Syngnathoidei,,Syngnathidae,Syngnathinae,,Syngnathus,californiensis,NA,,NA,native,SNR,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2016-07-03,Paz Touchburn,iNat:3612908,reported Syngnathus leptorhynchus,117570,FIS
Synoicum parfustis,"(Ritter & Forsyth, 1917)",,peach-coloured compound tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Polyclinidae,,,Synoicum,parfustis,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,,424278,TUN
Tegula funebralis,"(A. Adams, 1855)",,black tegula,Animalia,Mollusca,,,Gastropoda,Vetigastropoda,,Trochida,,Trochoidea,Tegulidae,,,Tegula,funebralis,NA,,NA,native,unlisted,NA,new 2019,observed,,,,,NA,2019-05-05,John D Reynolds,iNat:25595362,,460365,MOL
Telmessus cheiragonus,"(Tilesius, 1815)",,helmet crab,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Cheiragonoidea,Cheiragonidae,,,Telmessus,cheiragonus,NA,,NA,native,unlisted,NA,confirmed,observed,1996-05-29,Charlie Gibbs,PMLS,,NA,2017-05-29,Karolle Wall,iNat:7659462,,180391,ART
Terebratalia transversa,"(Sowerby, 1846)",,transverse lamp shell,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,,Terebratalia,transversa,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,122157,LOP
Tethya californiana,"Laubenfels, 1932",,orange rough ball sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tethyida,,,Tethyidae,,,Tethya,californiana,NA,,NA,native,unlisted,NA,reported,unobserved,1981-05-31,Andy Lamb,PMLS,,NA,,,,,127233,POR
Tetilla sp.,,,,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Tetractinellida,Spirophorina,,Tetillidae,,,Tetilla,,NA,,NA,,,NA,reported,unobserved,2008-05-21,Jackson W.F. Chu,Chu (2010),,NA,,,,,247194,POR
Thelepus sp.,,,curly-head spaghetti worm,Animalia,Annelida,,,Polychaeta,Sedentaria,,Terebellida,Terebelliformia,,Terebellidae,Thelepodinae,,Thelepus,,NA,,NA,,,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2021-12-05,Andrew Simon,iNat:102592146,,117588,WOR
Thorlaksonius brevirostris,"Bousfield & Hendrycks, 1994",,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Amphilochidea,Amphilochoidea,Pleustidae,Pleustinae,,Thorlaksonius,brevirostris,NA,,NA,,,NA,new 2012,observed,,,,,NA,2012-02-11,Justin Lisaingo,iNat:158537138,,1071954,ART
Thracia trapezoides,"Conrad, 1849",,trapezoid thracia,Animalia,Mollusca,,,Bivalvia,Autobranchia,Anomalodesmata,,,Thracioidea,Thraciidae,,,Thracia,trapezoides,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03313,1898304696,,,,,957343,MOL
Thrombophyton trachydermum,"McFadden & Hochberg, 2003",,pale soft coral,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Malacalcyonacea,,,Paramuriceidae,,,Thrombophyton,trachydermum,NA,,NA,native,unlisted,NA,confirmed,observed,2009-01-30,Andy Lamb,PMLS,,NA,2023-05-28,"Dave ""Zeuss"" Cochrane",iNat:164552701,,424307,CNI
Thuiaria sp.,,,embedded sea fir hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,Thuiaria,,NA,,NA,,,NA,reported,unobserved,2006-09-28,Andy Lamb,PMLS,,NA,,,,,514521,CNI
Thuiaria thuja,"(Linnaeus, 1758)",,bottlebrush hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Leptothecata,,Sertularioidea,Sertulariidae,,,Thuiaria,thuja,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,873882,CNI
Tochuina gigantea,"(Bergh, 1904)",,orange-peel nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,Tochuina,gigantea,NA,,NA,native,unlisted,NA,confirmed,observed,1973-09-20,Andy Lamb,PMLS,,NA,2009-10-03,Jackson W.F. Chu,iNat:59920054,,873733,MOL
Tomopteris sp.,,,,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,,,Tomopteridae,,,Tomopteris,,NA,,NA,native,unlisted,NA,confirmed,observed,2010-05-30,Andy Lamb,PMLS,,NA,2021-04-11,"Dave ""Zeuss"" Cochrane",iNat:73721942,,194976,WOR
Tonicella cf. undocaerulea,,,blue lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,undocaerulea,NA,,NA,,,NA,new 2015,observed,,,,,NA,2015-09-25,Karolle Wall,iNat:4031847,,194021,MOL
Tonicella insignis,"(Reeve, 1847)",,white-line chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,insignis,NA,,NA,native,unlisted,NA,confirmed,observed,1973-06-14,Philip Lambert,RBCM,973-00137-004,1898274711,2019-05-04,Isabelle M. Côté,iNat:129284396,,498132,MOL
Tonicella lineata,"(Wood, 1815)",,lined chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Acanthochitonina,Mopalioidea,Tonicellidae,Tonicellinae,,Tonicella,lineata,NA,,NA,native,unlisted,NA,confirmed,observed,1995-01-17,Robert Forsyth & Tammy Forsyth,RBCM,002-00070-003,1898301747,2016-06-06,Chessi Miltner,iNat:3598644,,47425,MOL
Trachipterus altivelis,"Kner, 1859",,king-of-the-salmon,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Lampriformes,,,Trachipteridae,,,Trachipterus,altivelis,NA,,NA,accidental,SNR,NA,reported,unobserved,1965-08-21,A. W. Argue,CMN,CMNFI 1968-1875.1,NA,,,,,232769,FIS
Traskorchestia traskiana,"(Stimpson, 1857)",,Pacific beach hopper,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Peracarida,Amphipoda,Senticaudata,Talitroidea,Talitridae,Talitrinae,,Traskorchestia,traskiana,NA,,NA,native,unlisted,NA,new 2017,observed,,,,,NA,2017-03-30,Andrew Simon,iNat:5516564,,130223,ART
Tresus capax,"(Gould, 1850)",,fat gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,,Tresus,capax,NA,,NA,native,unlisted,NA,confirmed,observed,1993-05-09,Charlie Gibbs,PMLS,,NA,2016-02-07,Peter Luckham,iNat:2763417,,126927,MOL
Tresus nuttallii,"(Conrad, 1837)",,Pacific gaper,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Venerida,,Mactroidea,Mactridae,Lutrariinae,,Tresus,nuttallii,NA,,NA,native,unlisted,NA,confirmed,observed,1958-09-05,Ian McTaggart-Cowan,RBCM,979-00317,1898324818,2019-05-04,Emily Adamczyk,iNat:24698187,,117611,MOL
Trichotropis cancellata,"Hinds, 1843",,checkered hairysnail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Capuloidea,Capulidae,,,Trichotropis,cancellata,NA,,NA,native,unlisted,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,447177,MOL
Trididemnum alexi,"Lambert, 2003",,speckled compound tunicate,Animalia,Chordata,Tunicata,,Ascidiacea,,,Aplousobranchia,,,Didemnidae,,,Trididemnum,alexi,NA,,NA,native,unlisted,NA,reported,unobserved,1985-12-07,Andy Lamb,PMLS,,NA,,,,,798823,TUN
Triglops macellus,"(Bean, 1884)",,roughspine sculpin,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Perciformes,Cottoidei,,Psychrolutidae,Triglopinae,,Triglops,macellus,NA,,NA,native,SNR,NA,reported,unobserved,2013-10-20,Andy Lamb,PMLS,,NA,,,,,232944,FIS
Triopha catalinae,"(Cooper, 1863)",,,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,catalinae,NA,,NA,,,NA,new 2016,observed,,,,,NA,2016-05-09,Karolle Wall,iNat:3705553,,47454,MOL
Triopha modesta,"Bergh, 1880",,modest clown nudibranch,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Doridina,Polyceroidea,Polyceridae,Triophinae,,Triopha,modesta,NA,,NA,native,unlisted,NA,confirmed,observed,1985-08-02,Andy Lamb,PMLS,,NA,2009-11-14,Karin Fletcher,iNat:68751136,,1133369,MOL
Tripoplax trifida,"(P. P. Carpenter, 1864) AphiaID",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Tripoplax,trifida,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,reported as Lepidozona trifida,1174737,MOL
Tripoplax trifida,"(P. P. Carpenter, 1864)",,three-rib chiton,Animalia,Mollusca,,,Polyplacophora,Neoloricata,,Chitonida,Chitonina,Chitonoidea,Ischnochitonidae,,,Tripoplax,trifida,NA,,NA,native,unlisted,NA,reported,unobserved,1999-07-31,Charlie Gibbs,PMLS,,NA,,,,,1174737,MOL
Tritonia exsulans,"Bergh, 1894",,pink tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,Tritonia,exsulans,NA,,NA,native,unlisted,NA,confirmed,observed,2006-12-02,Charlie Gibbs,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2975951,,253510,MOL
Tritonia festiva,"(Stearns, 1873)",,diamondback tritonia,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Cladobranchia,Tritonioidea,Tritoniidae,Tritoniinae,,Tritonia,festiva,NA,,NA,native,unlisted,NA,confirmed,observed,1985-12-07,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976292,,48827,MOL
Trophonopsis orpheus,"(Gould, 1849)",,orpheus trophon,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Neogastropoda,,Muricoidea,Muricidae,Pagodulinae,,Trophonopsis,orpheus,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03325,1898280329,,,,,506559,MOL
Trypanedenta gemmipara,"(Johnson, 1901)",,brown jewel necklace worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Syllidae,Syllinae,,Trypanedenta,gemmipara,NA,,NA,native,unlisted,NA,reported,unobserved,1986-09-30,,RBCM,986-00197-017,1898311580,,,,,1136121,WOR
Trypanosyllis sp.,,,necklace-worm,Animalia,Annelida,,,Polychaeta,Errantia,,Phyllodocida,Nereidiformia,,Syllidae,Syllinae,,Trypanosyllis,,NA,,NA,,,NA,reported,unobserved,1985-08-02,Andy Lamb,PMLS,,NA,,,,,195014,WOR
Tubulanus albocinctus,"(Coe, 1904)",,white-ringed ribbon worm,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,Tubulanidae,,,Tubulanus,albocinctus,NA,,NA,native,unlisted,NA,reported,unobserved,1996-05-29,Charlie Gibbs,PMLS,,NA,,,,,873878,WOR
Tubulanus polymorphus,"Renier, 1804",,orange ribbon worm,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,Tubulanidae,,,Tubulanus,polymorphus,NA,,NA,native,unlisted,NA,confirmed,observed,2008-08-23,Andy Lamb,PMLS,,NA,2017-05-26,Karolle Wall,iNat:7674347,,117581,WOR
Tubulanus sexlineatus,"(Griffin, 1898)",,six-lined ribbon worm,Animalia,Nemertea,,,Palaeonemertea,,,Tubulaniformes,,,Tubulanidae,,,Tubulanus,sexlineatus,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2018-08-10,Karolle Wall,iNat:15660001,,121950,WOR
Tubularia indivisa,"Linnaeus, 1758",,giant pink-mouth hydroid,Animalia,Cnidaria,,,Hydrozoa,Hydroidolina,,Anthoathecata,Aplanulata,,Tubulariidae,,,Tubularia,indivisa,NA,,NA,native,unlisted,NA,reported,unobserved,2008-03-07,Andy Lamb,PMLS,,NA,,,,,461660,CNI
Turbonilla sp.,,,sea snail,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Pylopulmonata,,,Pyramidelloidea,Pyramidellidae,Turbonillinae,,Turbonilla,,NA,,NA,,,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03330,1898315600,,,,,84989,MOL
Urticina clandestina,"N. Sanamyan, K. Sanamyan & McDaniel, 2013",,stubby rose anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,clandestina,NA,,NA,native,unlisted,NA,confirmed,observed,1969-02-22,Andy Lamb,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2976318,,898651,CNI
Urticina grebelnyi,"Sanamyan & Sanamyan, 2006",,painted anemone,Animalia,Cnidaria,,,Anthozoa,Hexacorallia,,Actiniaria,Enthemonae,Actinioidea,Actiniidae,,,Urticina,grebelnyi,NA,,NA,native,unlisted,NA,confirmed,observed,1986-09-30,,RBCM,986-00197-009,1898310442,2006-05-26,Karolle Wall,iNat:97205558,,492672,CNI
Velutina plicatilis,"(O.F. Müller, 1776)",,oblique lamellaria,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Velutinoidea,Velutinidae,Velutininae,,Velutina,plicatilis,NA,,NA,native,unlisted,NA,reported,unobserved,1961-06-22,Ian McTaggart-Cowan,RBCM,979-03324,1898301017,,,,,482348,MOL
Velutina velutina,"(O.F. Müller, 1776)",,spiral velvet snail,Animalia,Mollusca,,,Gastropoda,Caenogastropoda,,Littorinimorpha,,Velutinoidea,Velutinidae,Velutininae,,Velutina,velutina,NA,,NA,native,unlisted,NA,reported,unobserved,2008-03-07,Andy Lamb,PMLS,,NA,,,,,482347,MOL
Virgularia sp.,,,white sea pen,Animalia,Cnidaria,,,Anthozoa,Octocorallia,,Scleralcyonacea,,Pennatuloidea,Virgulariidae,,,Virgularia,,NA,,NA,,,NA,confirmed,observed,1995-02-25,Charlie Gibbs,PMLS,,NA,2013-10-13,Peter Luckham,iNat:2975931,,195571,CNI
Weberella perlucida,"Austin, Ott, Reiswig, Romagosa & McDaniel, 2014",,retractable nipple sponge,Animalia,Porifera,,,Demospongiae,Heteroscleromorpha,,Polymastiida,,,Polymastiidae,,,Weberella,perlucida,NA,,NA,native,unlisted,NA,reported,unobserved,2007-10-21,Andy Lamb,PMLS,,NA,,,,,424640,POR
